Class,Method Name,Params,Returns,Restriction,Requires Public Security,Description
TileEntityFluidicPlenisher,getEnergyItem,,Table,,false,
TileEntityFluidicPlenisher,getFluid,,Table,,false,
TileEntityFluidicPlenisher,getFluidCapacity,,int,,false,
TileEntityFluidicPlenisher,getFluidFilledPercentage,,double,,false,
TileEntityFluidicPlenisher,getFluidNeeded,,int,,false,
TileEntityFluidicPlenisher,getInputItem,,Table,,false,
TileEntityFluidicPlenisher,getOutputItem,,Table,,false,
TileEntityFluidicPlenisher,reset,,,,true,
TileEntityFormulaicAssemblicator,craftAvailableItems,,,,true,Requires recipe and auto mode to be disabled
TileEntityFormulaicAssemblicator,craftSingleItem,,,,true,Requires recipe and auto mode to be disabled
TileEntityFormulaicAssemblicator,emptyGrid,,,,true,Requires auto mode to be disabled
TileEntityFormulaicAssemblicator,encodeFormula,,,,true,Requires an unencoded formula in the formula slot and a valid recipe
TileEntityFormulaicAssemblicator,fillGrid,,,,true,Requires auto mode to be disabled
TileEntityFormulaicAssemblicator,getAutoMode,,boolean,,true,Requires valid encoded formula
TileEntityFormulaicAssemblicator,getCraftingInputSlot,slot,Table,,false,
TileEntityFormulaicAssemblicator,getCraftingOutputSlot,slot,Table,,false,
TileEntityFormulaicAssemblicator,getCraftingOutputSlots,,int,,false,
TileEntityFormulaicAssemblicator,getEnergyItem,,Table,,false,
TileEntityFormulaicAssemblicator,getExcessRemainingItems,,NonNullList,,false,
TileEntityFormulaicAssemblicator,getFormulaItem,,Table,,false,
TileEntityFormulaicAssemblicator,getItemInSlot,slot,Table,,false,
TileEntityFormulaicAssemblicator,getRecipeProgress,,int,,false,
TileEntityFormulaicAssemblicator,getSlots,,int,,false,
TileEntityFormulaicAssemblicator,getStockControl,,boolean,,true,Requires valid encoded formula
TileEntityFormulaicAssemblicator,getTicksRequired,,int,,false,
TileEntityFormulaicAssemblicator,hasRecipe,,boolean,,false,
TileEntityFormulaicAssemblicator,hasValidFormula,,boolean,,false,
TileEntityFormulaicAssemblicator,setAutoMode,mode,,,true,Requires valid encoded formula
TileEntityFormulaicAssemblicator,setStockControl,mode,,,true,Requires valid encoded formula
TileEntityFuelwoodHeater,getEnvironmentalLoss,,double,,false,
TileEntityFuelwoodHeater,getFuelItem,,Table,,false,
TileEntityFuelwoodHeater,getTemperature,,double,,false,
TileEntityFuelwoodHeater,getTransferLoss,,double,,false,
TileEntityIsotopicCentrifuge,getEnergyItem,,Table,,false,
TileEntityIsotopicCentrifuge,getEnergyUsage,,FloatingLong,,false,
TileEntityIsotopicCentrifuge,getInput,,Table,,false,
TileEntityIsotopicCentrifuge,getInputCapacity,,long,,false,
TileEntityIsotopicCentrifuge,getInputFilledPercentage,,double,,false,
TileEntityIsotopicCentrifuge,getInputItem,,Table,,false,
TileEntityIsotopicCentrifuge,getInputNeeded,,long,,false,
TileEntityIsotopicCentrifuge,getOutput,,Table,,false,
TileEntityIsotopicCentrifuge,getOutputCapacity,,long,,false,
TileEntityIsotopicCentrifuge,getOutputFilledPercentage,,double,,false,
TileEntityIsotopicCentrifuge,getOutputItem,,Table,,false,
TileEntityIsotopicCentrifuge,getOutputNeeded,,long,,false,
TileEntityMetallurgicInfuser,dumpInfuseType,,,,true,
TileEntityMetallurgicInfuser,getEnergyItem,,Table,,false,
TileEntityMetallurgicInfuser,getEnergyUsage,,FloatingLong,,false,
TileEntityMetallurgicInfuser,getInfuseType,,Table,,false,
TileEntityMetallurgicInfuser,getInfuseTypeCapacity,,long,,false,
TileEntityMetallurgicInfuser,getInfuseTypeFilledPercentage,,double,,false,
TileEntityMetallurgicInfuser,getInfuseTypeItem,,Table,,false,
TileEntityMetallurgicInfuser,getInfuseTypeNeeded,,long,,false,
TileEntityMetallurgicInfuser,getInput,,Table,,false,
TileEntityMetallurgicInfuser,getOutput,,Table,,false,
TileEntityNutritionalLiquifier,getContainerFillItem,,Table,,false,
TileEntityNutritionalLiquifier,getEnergyItem,,Table,,false,
TileEntityNutritionalLiquifier,getEnergyUsage,,FloatingLong,,false,
TileEntityNutritionalLiquifier,getInput,,Table,,false,
TileEntityNutritionalLiquifier,getOutput,,Table,,false,
TileEntityNutritionalLiquifier,getOutputCapacity,,int,,false,
TileEntityNutritionalLiquifier,getOutputFilledPercentage,,double,,false,
TileEntityNutritionalLiquifier,getOutputItem,,Table,,false,
TileEntityNutritionalLiquifier,getOutputNeeded,,int,,false,
TileEntityOredictionificator,addFilter,filter,boolean,,true,
TileEntityOredictionificator,getFilters,,List,,false,
TileEntityOredictionificator,getInputItem,,Table,,false,
TileEntityOredictionificator,getOutputItem,,Table,,false,
TileEntityOredictionificator,removeFilter,filter,boolean,,true,
TileEntityPaintingMachine,getEnergyItem,,Table,,false,
TileEntityPaintingMachine,getEnergyUsage,,FloatingLong,,false,
TileEntityPaintingMachine,getInputItem,,Table,,false,
TileEntityPaintingMachine,getInputPigmentItem,,Table,,false,
TileEntityPaintingMachine,getOutput,,Table,,false,
TileEntityPaintingMachine,getPigmentInput,,Table,,false,
TileEntityPaintingMachine,getPigmentInputCapacity,,long,,false,
TileEntityPaintingMachine,getPigmentInputFilledPercentage,,double,,false,
TileEntityPaintingMachine,getPigmentInputNeeded,,long,,false,
TileEntityPigmentExtractor,getEnergyItem,,Table,,false,
TileEntityPigmentExtractor,getEnergyUsage,,FloatingLong,,false,
TileEntityPigmentExtractor,getInput,,Table,,false,
TileEntityPigmentExtractor,getOutput,,Table,,false,
TileEntityPigmentExtractor,getOutputCapacity,,long,,false,
TileEntityPigmentExtractor,getOutputFilledPercentage,,double,,false,
TileEntityPigmentExtractor,getOutputItem,,Table,,false,
TileEntityPigmentExtractor,getOutputNeeded,,long,,false,
TileEntityPigmentMixer,getEnergyItem,,Table,,false,
TileEntityPigmentMixer,getEnergyUsage,,FloatingLong,,false,
TileEntityPigmentMixer,getLeftInput,,Table,,false,
TileEntityPigmentMixer,getLeftInputCapacity,,long,,false,
TileEntityPigmentMixer,getLeftInputFilledPercentage,,double,,false,
TileEntityPigmentMixer,getLeftInputItem,,Table,,false,
TileEntityPigmentMixer,getLeftInputNeeded,,long,,false,
TileEntityPigmentMixer,getOutput,,Table,,false,
TileEntityPigmentMixer,getOutputCapacity,,long,,false,
TileEntityPigmentMixer,getOutputFilledPercentage,,double,,false,
TileEntityPigmentMixer,getOutputItem,,Table,,false,
TileEntityPigmentMixer,getOutputNeeded,,long,,false,
TileEntityPigmentMixer,getRightInput,,Table,,false,
TileEntityPigmentMixer,getRightInputCapacity,,long,,false,
TileEntityPigmentMixer,getRightInputFilledPercentage,,double,,false,
TileEntityPigmentMixer,getRightInputItem,,Table,,false,
TileEntityPigmentMixer,getRightInputNeeded,,long,,false,
TileEntityPrecisionSawmill,getEnergyItem,,Table,,false,
TileEntityPrecisionSawmill,getEnergyUsage,,FloatingLong,,false,
TileEntityPrecisionSawmill,getInput,,Table,,false,
TileEntityPrecisionSawmill,getOutput,,Table,,false,
TileEntityPrecisionSawmill,getSecondaryOutput,,Table,,false,
TileEntityPressurizedReactionChamber,getEnergyItem,,Table,,false,
TileEntityPressurizedReactionChamber,getEnergyUsage,,FloatingLong,,false,
TileEntityPressurizedReactionChamber,getInputFluid,,Table,,false,
TileEntityPressurizedReactionChamber,getInputFluidCapacity,,int,,false,
TileEntityPressurizedReactionChamber,getInputFluidFilledPercentage,,double,,false,
TileEntityPressurizedReactionChamber,getInputFluidNeeded,,int,,false,
TileEntityPressurizedReactionChamber,getInputGas,,Table,,false,
TileEntityPressurizedReactionChamber,getInputGasCapacity,,long,,false,
TileEntityPressurizedReactionChamber,getInputGasFilledPercentage,,double,,false,
TileEntityPressurizedReactionChamber,getInputGasNeeded,,long,,false,
TileEntityPressurizedReactionChamber,getInputItem,,Table,,false,
TileEntityPressurizedReactionChamber,getOutputGas,,Table,,false,
TileEntityPressurizedReactionChamber,getOutputGasCapacity,,long,,false,
TileEntityPressurizedReactionChamber,getOutputGasFilledPercentage,,double,,false,
TileEntityPressurizedReactionChamber,getOutputGasNeeded,,long,,false,
TileEntityPressurizedReactionChamber,getOutputItem,,Table,,false,
TileEntityResistiveHeater,getEnergyItem,,Table,,false,
TileEntityResistiveHeater,getEnergyUsage,,FloatingLong,,false,
TileEntityResistiveHeater,getEnergyUsed,,FloatingLong,,false,
TileEntityResistiveHeater,getEnvironmentalLoss,,double,,false,
TileEntityResistiveHeater,getTemperature,,double,,false,
TileEntityResistiveHeater,getTransferLoss,,double,,false,
TileEntityResistiveHeater,setEnergyUsage,usage,,,true,
TileEntityRotaryCondensentrator,getEnergyItem,,Table,,false,
TileEntityRotaryCondensentrator,getEnergyUsage,,FloatingLong,,false,
TileEntityRotaryCondensentrator,getFluid,,Table,,false,
TileEntityRotaryCondensentrator,getFluidCapacity,,int,,false,
TileEntityRotaryCondensentrator,getFluidFilledPercentage,,double,,false,
TileEntityRotaryCondensentrator,getFluidItemInput,,Table,,false,
TileEntityRotaryCondensentrator,getFluidItemOutput,,Table,,false,
TileEntityRotaryCondensentrator,getFluidNeeded,,int,,false,
TileEntityRotaryCondensentrator,getGas,,Table,,false,
TileEntityRotaryCondensentrator,getGasCapacity,,long,,false,
TileEntityRotaryCondensentrator,getGasFilledPercentage,,double,,false,
TileEntityRotaryCondensentrator,getGasItemInput,,Table,,false,
TileEntityRotaryCondensentrator,getGasItemOutput,,Table,,false,
TileEntityRotaryCondensentrator,getGasNeeded,,long,,false,
TileEntityRotaryCondensentrator,isCondensentrating,,boolean,,false,
TileEntityRotaryCondensentrator,setCondensentrating,value,,,true,
TileEntitySeismicVibrator,getBlockAt,"chunkRelativeX, y, chunkRelativeZ",Table,,false,
TileEntitySeismicVibrator,getColumnAt,"chunkRelativeX, chunkRelativeZ",Int2ObjectMap,,false,
TileEntitySeismicVibrator,getEnergyItem,,Table,,false,
TileEntitySeismicVibrator,isVibrating,,boolean,,false,
TileEntitySolarNeutronActivator,canSeeSun,,boolean,,false,
TileEntitySolarNeutronActivator,getInput,,Table,,false,
TileEntitySolarNeutronActivator,getInputCapacity,,long,,false,
TileEntitySolarNeutronActivator,getInputFilledPercentage,,double,,false,
TileEntitySolarNeutronActivator,getInputItem,,Table,,false,
TileEntitySolarNeutronActivator,getInputNeeded,,long,,false,
TileEntitySolarNeutronActivator,getOutput,,Table,,false,
TileEntitySolarNeutronActivator,getOutputCapacity,,long,,false,
TileEntitySolarNeutronActivator,getOutputFilledPercentage,,double,,false,
TileEntitySolarNeutronActivator,getOutputItem,,Table,,false,
TileEntitySolarNeutronActivator,getOutputNeeded,,long,,false,
TileEntitySolarNeutronActivator,getPeakProductionRate,,float,,false,
TileEntitySolarNeutronActivator,getProductionRate,,float,,false,
TileEntityBoilerValve,decrementMode,,,,false,
TileEntityBoilerValve,getMode,,"INPUT, OUTPUT_STEAM, OUTPUT_COOLANT",,false,
TileEntityBoilerValve,incrementMode,,,,false,
TileEntityBoilerValve,setMode,mode,,,false,
TileEntityInductionPort,getMode,,boolean,,false,"true -> output, false -> input. TODO change this to enum"
TileEntityInductionPort,setMode,output,,,false,"true -> output, false -> input"
TileEntitySPSPort,getMode,,boolean,,false,"true -> output, false -> input. TODO change this to enum"
TileEntitySPSPort,setMode,output,,,false,"true -> output, false -> input. TODO change this to enum"
TileEntityAdvancedElectricMachine,dumpChemical,,,,true,
TileEntityAdvancedElectricMachine,getChemical,,Table,,false,
TileEntityAdvancedElectricMachine,getChemicalCapacity,,long,,false,
TileEntityAdvancedElectricMachine,getChemicalFilledPercentage,,double,,false,
TileEntityAdvancedElectricMachine,getChemicalItem,,Table,,false,
TileEntityAdvancedElectricMachine,getChemicalNeeded,,long,,false,
TileEntityAdvancedElectricMachine,getEnergyItem,,Table,,false,
TileEntityAdvancedElectricMachine,getEnergyUsage,,FloatingLong,,false,
TileEntityAdvancedElectricMachine,getInput,,Table,,false,
TileEntityAdvancedElectricMachine,getOutput,,Table,,false,
TileEntityElectricMachine,getEnergyItem,,Table,,false,
TileEntityElectricMachine,getEnergyUsage,,FloatingLong,,false,
TileEntityElectricMachine,getInput,,Table,,false,
TileEntityElectricMachine,getOutput,,Table,,false,
TileEntityMultiblock,isFormed,,boolean,MULTIBLOCK,false,
TileEntityProgressMachine,getRecipeProgress,,int,,false,
TileEntityProgressMachine,getTicksRequired,,int,,false,
TileEntityQIOComponent,createFrequency,name,,,true,Requires frequency to not already exist and for it to be public so that it can make it as the player who owns the block. Also sets the frequency after creation
TileEntityQIOComponent,decrementFrequencyColor,,,,true,Requires a frequency to be selected
TileEntityQIOComponent,getFrequencies,,Collection,,false,Lists public frequencies
TileEntityQIOComponent,getFrequency,,QIOFrequency,,false,Requires a frequency to be selected
TileEntityQIOComponent,getFrequencyColor,,"BLACK, DARK_BLUE, DARK_GREEN, DARK_AQUA, DARK_RED, PURPLE, ORANGE, GRAY, DARK_GRAY, INDIGO, BRIGHT_GREEN, AQUA, RED, PINK, YELLOW, WHITE, BROWN, BRIGHT_PINK",,false,Requires a frequency to be selected
TileEntityQIOComponent,hasFrequency,,boolean,,false,
TileEntityQIOComponent,incrementFrequencyColor,,,,true,Requires a frequency to be selected
TileEntityQIOComponent,setFrequency,name,,,true,Requires a public frequency to exist
TileEntityQIOComponent,setFrequencyColor,color,,,true,Requires a frequency to be selected
TileEntityQIODashboard,getCraftingInput,"window, slot",Table,,false,
TileEntityQIODashboard,getCraftingOutput,window,Table,,false,
TileEntityQIODriveArray,getDrive,slot,Table,,false,
TileEntityQIODriveArray,getDriveStatus,slot,"NONE, OFFLINE, READY, NEAR_FULL, FULL",,false,
TileEntityQIODriveArray,getFrequencyItemCapacity,,long,,false,Requires a frequency to be selected
TileEntityQIODriveArray,getFrequencyItemCount,,long,,false,Requires a frequency to be selected
TileEntityQIODriveArray,getFrequencyItemPercentage,,double,,false,Requires a frequency to be selected
TileEntityQIODriveArray,getFrequencyItemTypeCapacity,,long,,false,Requires a frequency to be selected
TileEntityQIODriveArray,getFrequencyItemTypeCount,,long,,false,Requires a frequency to be selected
TileEntityQIODriveArray,getFrequencyItemTypePercentage,,double,,false,Requires a frequency to be selected
TileEntityQIODriveArray,getSlotCount,,int,,false,
TileEntityQIOExporter,getExportWithoutFilter,,boolean,,false,
TileEntityQIOExporter,setExportsWithoutFilter,value,,,true,
TileEntityQIOFilterHandler,addFilter,filter,boolean,,true,
TileEntityQIOFilterHandler,getFilters,,List,,false,
TileEntityQIOFilterHandler,removeFilter,filter,boolean,,true,
TileEntityQIOImporter,getImportWithoutFilter,,boolean,,false,
TileEntityQIOImporter,setImportsWithoutFilter,value,,,true,
TileEntityQIORedstoneAdapter,clearTargetItem,,,,true,
TileEntityQIORedstoneAdapter,getFuzzyMode,,boolean,,false,
TileEntityQIORedstoneAdapter,getTargetItem,,Table,,false,
TileEntityQIORedstoneAdapter,getTriggerAmount,,long,,false,
TileEntityQIORedstoneAdapter,setFuzzyMode,fuzzy,,,true,
TileEntityQIORedstoneAdapter,setTargetItem,itemName,,,true,
TileEntityQIORedstoneAdapter,setTriggerAmount,amount,,,true,
TileEntityQIORedstoneAdapter,toggleFuzzyMode,,,,true,
TileEntityDiversionTransporter,decrementMode,side,,,false,
TileEntityDiversionTransporter,getMode,side,"DISABLED, HIGH, LOW",,false,
TileEntityDiversionTransporter,incrementMode,side,,,false,
TileEntityDiversionTransporter,setMode,"side, mode",,,false,
TileEntityMechanicalPipe,getBuffer,,Table,,false,
TileEntityMechanicalPipe,getCapacity,,long,,false,
TileEntityMechanicalPipe,getFilledPercentage,,double,,false,
TileEntityMechanicalPipe,getNeeded,,long,,false,
TileEntityPressurizedTube,getBuffer,,Table,,false,
TileEntityPressurizedTube,getCapacity,,long,,false,
TileEntityPressurizedTube,getFilledPercentage,,double,,false,
TileEntityPressurizedTube,getNeeded,,long,,false,
TileEntityUniversalCable,getBuffer,,FloatingLong,,false,
TileEntityUniversalCable,getCapacity,,FloatingLong,,false,
TileEntityUniversalCable,getFilledPercentage,,double,,false,
TileEntityUniversalCable,getNeeded,,FloatingLong,,false,
FissionReactorMultiblockData,activate,,,,false,"Must be disabled, and if meltdowns are disabled must not have been force disabled"
FissionReactorMultiblockData,getActualBurnRate,,double,,false,Actual burn rate as it may be lower if say there is not enough fuel
FissionReactorMultiblockData,getBoilEfficiency,,double,,false,
FissionReactorMultiblockData,getBurnRate,,double,,false,Configured burn rate
FissionReactorMultiblockData,getCoolant,,Table,,false,
FissionReactorMultiblockData,getCoolantCapacity,,long,,false,
FissionReactorMultiblockData,getCoolantFilledPercentage,,double,,false,
FissionReactorMultiblockData,getCoolantNeeded,,long,,false,
FissionReactorMultiblockData,getDamagePercent,,long,,false,
FissionReactorMultiblockData,getEnvironmentalLoss,,double,,false,
FissionReactorMultiblockData,getFuel,,Table,,false,
FissionReactorMultiblockData,getFuelAssemblies,,int,,false,
FissionReactorMultiblockData,getFuelCapacity,,long,,false,
FissionReactorMultiblockData,getFuelFilledPercentage,,double,,false,
FissionReactorMultiblockData,getFuelNeeded,,long,,false,
FissionReactorMultiblockData,getFuelSurfaceArea,,int,,false,
FissionReactorMultiblockData,getHeatCapacity,,double,,false,
FissionReactorMultiblockData,getHeatedCoolant,,Table,,false,
FissionReactorMultiblockData,getHeatedCoolantCapacity,,long,,false,
FissionReactorMultiblockData,getHeatedCoolantFilledPercentage,,double,,false,
FissionReactorMultiblockData,getHeatedCoolantNeeded,,long,,false,
FissionReactorMultiblockData,getHeatingRate,,long,,false,
FissionReactorMultiblockData,getMaxBurnRate,,long,,false,
FissionReactorMultiblockData,getStatus,,boolean,,false,"true -> active, false -> off"
FissionReactorMultiblockData,getTemperature,,double,,false,
FissionReactorMultiblockData,getWaste,,Table,,false,
FissionReactorMultiblockData,getWasteCapacity,,long,,false,
FissionReactorMultiblockData,getWasteFilledPercentage,,double,,false,
FissionReactorMultiblockData,getWasteNeeded,,long,,false,
FissionReactorMultiblockData,isForceDisabled,,boolean,,false,
FissionReactorMultiblockData,scram,,,,false,Must be enabled
FissionReactorMultiblockData,setBurnRate,rate,,,false,
FusionReactorMultiblockData,getCaseTemperature,,double,,false,
FusionReactorMultiblockData,getDTFuel,,Table,,false,
FusionReactorMultiblockData,getDTFuelCapacity,,long,,false,
FusionReactorMultiblockData,getDTFuelFilledPercentage,,double,,false,
FusionReactorMultiblockData,getDTFuelNeeded,,long,,false,
FusionReactorMultiblockData,getDeuterium,,Table,,false,
FusionReactorMultiblockData,getDeuteriumCapacity,,long,,false,
FusionReactorMultiblockData,getDeuteriumFilledPercentage,,double,,false,
FusionReactorMultiblockData,getDeuteriumNeeded,,long,,false,
FusionReactorMultiblockData,getEnvironmentalLoss,,double,,false,
FusionReactorMultiblockData,getHohlraum,,Table,,false,
FusionReactorMultiblockData,getIgnitionTemperature,active,double,,false,"true -> water cooled, false -> air cooled"
FusionReactorMultiblockData,getInjectionRate,,int,,false,
FusionReactorMultiblockData,getMaxCasingTemperature,active,double,,false,"true -> water cooled, false -> air cooled"
FusionReactorMultiblockData,getMaxPlasmaTemperature,active,double,,false,"true -> water cooled, false -> air cooled"
FusionReactorMultiblockData,getMinInjectionRate,active,int,,false,"true -> water cooled, false -> air cooled"
FusionReactorMultiblockData,getPassiveGeneration,active,FloatingLong,,false,
FusionReactorMultiblockData,getPlasmaTemperature,,double,,false,
FusionReactorMultiblockData,getProductionRate,,FloatingLong,,false,
FusionReactorMultiblockData,getSteam,,Table,,false,
FusionReactorMultiblockData,getSteamCapacity,,long,,false,
FusionReactorMultiblockData,getSteamFilledPercentage,,double,,false,
FusionReactorMultiblockData,getSteamNeeded,,long,,false,
FusionReactorMultiblockData,getTransferLoss,,double,,false,
FusionReactorMultiblockData,getTritium,,Table,,false,
FusionReactorMultiblockData,getTritiumCapacity,,long,,false,
FusionReactorMultiblockData,getTritiumFilledPercentage,,double,,false,
FusionReactorMultiblockData,getTritiumNeeded,,long,,false,
FusionReactorMultiblockData,getWater,,Table,,false,
FusionReactorMultiblockData,getWaterCapacity,,int,,false,
FusionReactorMultiblockData,getWaterFilledPercentage,,double,,false,
FusionReactorMultiblockData,getWaterNeeded,,int,,false,
FusionReactorMultiblockData,setInjectionRate,rate,,,false,
TurbineMultiblockData,decrementDumpingMode,,,,false,
TurbineMultiblockData,getBlades,,int,,false,
TurbineMultiblockData,getCoils,,int,,false,
TurbineMultiblockData,getCondensers,,int,,false,
TurbineMultiblockData,getDispersers,,int,,false,
TurbineMultiblockData,getDumpingMode,,"IDLE, DUMPING_EXCESS, DUMPING",,false,
TurbineMultiblockData,getFlowRate,,long,,false,
TurbineMultiblockData,getLastSteamInputRate,,long,,false,
TurbineMultiblockData,getMaxFlowRate,,long,,false,
TurbineMultiblockData,getMaxProduction,,FloatingLong,,false,
TurbineMultiblockData,getMaxWaterOutput,,long,,false,
TurbineMultiblockData,getProductionRate,,FloatingLong,,false,
TurbineMultiblockData,getSteam,,Table,,false,
TurbineMultiblockData,getSteamCapacity,,long,,false,
TurbineMultiblockData,getSteamFilledPercentage,,double,,false,
TurbineMultiblockData,getSteamNeeded,,long,,false,
TurbineMultiblockData,getVents,,int,,false,
TurbineMultiblockData,incrementDumpingMode,,,,false,
TurbineMultiblockData,setDumpingMode,mode,,,false,
TileEntityBioGenerator,getBioFuel,,Table,,false,
TileEntityBioGenerator,getBioFuelCapacity,,int,,false,
TileEntityBioGenerator,getBioFuelFilledPercentage,,double,,false,
TileEntityBioGenerator,getBioFuelNeeded,,int,,false,
TileEntityBioGenerator,getEnergyItem,,Table,,false,
TileEntityBioGenerator,getFuelItem,,Table,,false,
TileEntityBioGenerator,getProductionRate,,FloatingLong,,false,
TileEntityGasGenerator,getBurnRate,,double,,false,
TileEntityGasGenerator,getEnergyItem,,Table,,false,
TileEntityGasGenerator,getFuel,,Table,,false,
TileEntityGasGenerator,getFuelCapacity,,long,,false,
TileEntityGasGenerator,getFuelFilledPercentage,,double,,false,
TileEntityGasGenerator,getFuelItem,,Table,,false,
TileEntityGasGenerator,getFuelNeeded,,long,,false,
TileEntityGasGenerator,getProductionRate,,FloatingLong,,false,
TileEntityGenerator,getMaxOutput,,FloatingLong,,false,
TileEntityHeatGenerator,getEnergyItem,,Table,,false,
TileEntityHeatGenerator,getEnvironmentalLoss,,double,,false,
TileEntityHeatGenerator,getFuelItem,,Table,,false,
TileEntityHeatGenerator,getLava,,Table,,false,
TileEntityHeatGenerator,getLavaCapacity,,int,,false,
TileEntityHeatGenerator,getLavaFilledPercentage,,double,,false,
TileEntityHeatGenerator,getLavaNeeded,,int,,false,
TileEntityHeatGenerator,getProductionRate,,FloatingLong,,false,
TileEntityHeatGenerator,getTemperature,,double,,false,
TileEntityHeatGenerator,getTransferLoss,,double,,false,
TileEntitySolarGenerator,canSeeSun,,boolean,,false,
TileEntitySolarGenerator,getEnergyItem,,Table,,false,
TileEntitySolarGenerator,getProductionRate,,FloatingLong,,false,
TileEntityWindGenerator,getEnergyItem,,Table,,false,
TileEntityWindGenerator,getProductionRate,,FloatingLong,,false,
TileEntityWindGenerator,isBlacklistedDimension,,boolean,,false,
TileEntityFissionReactorLogicAdapter,getLogicMode,,"DISABLED, ACTIVATION, TEMPERATURE, EXCESS_WASTE, DAMAGED, DEPLETED",,false,
TileEntityFissionReactorLogicAdapter,getRedstoneLogicStatus,,"IDLE, OUTPUTTING, POWERED",,false,
TileEntityFissionReactorLogicAdapter,setLogicMode,logicType,,,false,
TileEntityFissionReactorPort,decrementMode,,,,false,
TileEntityFissionReactorPort,getMode,,"INPUT, OUTPUT_WASTE, OUTPUT_COOLANT",,false,
TileEntityFissionReactorPort,incrementMode,,,,false,
TileEntityFissionReactorPort,setMode,mode,,,false,
TileEntityFusionReactorLogicAdapter,getLogicMode,,"DISABLED, READY, CAPACITY, DEPLETED",,false,
TileEntityFusionReactorLogicAdapter,isActiveCooledLogic,,boolean,,false,
TileEntityFusionReactorLogicAdapter,setActiveCooledLogic,active,,,false,
TileEntityFusionReactorLogicAdapter,setLogicMode,logicType,,,false,
TileEntityFusionReactorPort,getMode,,boolean,,false,"true -> output, false -> input"
TileEntityFusionReactorPort,setMode,output,,,false,"true -> output, false -> input"
